fid,block_num,multigeom
1859,1668,F
1860,1669,F
1861,1670,F
1862,1671,F
1863,1672,F
1864,1673,F
1865,1674,F
1866,5231,F
1867,1675,F
1868,1676,F
1869,1677,F
1870,1678,F
1871,1679,F
1872,1680,F
1873,1681,F
1874,1682,F
1875,1683,F
1876,1684,F
1877,1685,F
1878,1686,F
1879,1687,F
1880,1688,F
1881,1689,F
1882,1708,F
1883,1690,F
1884,1691,F
1885,1692,F
1886,1700,T
1887,1700,T
1888,1701,F
1889,1702,F
1890,1703,F
1891,1704,F
1892,1705,F
1893,1706,F
1894,1707,F
1895,1709,F
1896,1710,F
1897,1711,F
1898,1712,F
1899,1713,F
1900,1714,T
1901,1714,T
1902,1715,F
1903,1716,F
1904,1717,F
1905,1718,F
1906,1719,F
1907,1720,F
1908,1721,F
1909,5232,F
1910,1723,F
1911,1724,F
1912,1725,F
1913,1726,F
1914,1727,F
1915,1728,F
1916,1729,F
1917,1730,F
1918,1753,F
1919,1732,F
1920,1733,F
1921,1734,F
1922,1735,F
1923,1736,F
1924,1737,F
1925,1738,F
1926,1739,F
1927,1740,F
1928,1741,F
1929,1742,F
1930,1743,F
1931,1744,F
1932,1745,F
1933,1746,F
1934,1747,F
1935,1748,F
1936,1749,F
1937,1750,F
1938,1751,F
1939,5304,F
1940,1758,F
1941,1759,F
1942,1760,F
1943,1761,F
1944,1762,F
1945,1763,F
1946,1764,F
1947,1765,F
1948,1766,F
1949,1767,F
1950,1768,F
1951,1769,F
1952,1770,F
1953,1771,F
1954,1772,F
1955,1773,F
1956,1774,F
1957,1775,F
1958,1776,F
1959,1777,F
1960,1778,F
1961,1779,F
1962,1780,F
1963,1781,F
1964,1782,F
1965,1783,F
1966,1784,F
1967,1785,F
1968,1786,F
1969,1787,F
1970,1788,F
1971,1789,F
1972,1790,F
1973,1791,T
1974,1791,T
1975,4870,F
1976,1792,F
1977,1793,F
1978,1794,F
1979,1795,F
1980,1796,F
1981,1797,F
1982,1798,F
1983,1799,F
1984,1800,F
1985,1801,F
1986,1802,F
1987,1803,F
1988,1804,F
1989,1805,F
1990,1806,F
1991,1807,F
1992,1808,F
1993,1809,F
1994,1810,F
1995,1811,F
1996,1812,F
1997,1813,F
1998,1814,F
1999,1815,F
2000,2697,F
2001,1816,F
2002,1817,T
2003,1817,T
2004,1818,T
2005,1818,T
2006,1819,F
2007,1820,F
2008,1821,F
2009,1822,F
2010,3779,T
2011,1823,F
2012,1824,F
2013,1825,F
2014,1826,F
2015,1827,F
2016,1828,F
2017,1829,F
2018,2139,F
2019,1830,F
2020,1831,F
2021,1832,F
2022,1833,F
2023,1834,F
2024,1835,F
2025,1836,F
2026,1837,F
2027,1838,F
2028,1839,F
2029,1840,F
2030,1841,F
2031,1842,F
2032,1843,F
2033,1844,F
2034,1845,F
2035,1846,F
2036,1847,F
2037,1848,F
2038,1849,F
2039,1850,F
2040,1851,F
2041,1852,F
2042,1853,F
2043,1854,F
2044,3640,T
2045,1855,F
2046,1856,F
2047,1857,F
2048,1858,F
2049,1859A,F
2050,1862A,F
2051,1860A,F
2052,1863,F
2053,1864,F
2054,1865,F
2055,3779,T
2056,1860B,F
2057,1861A,F
2058,1861B,F
2059,1881,F
2060,1866,F
2061,1867,F
2062,1868,F
2063,1869,F
2064,1870,F
2065,1871,F
2066,1872,F
2067,1882,T
2068,1882,T
2069,3793,F
2070,1873,F
2071,1874,F
2072,1875,F
2073,1876,F
2074,1877,F
2075,1878,F
2076,1879,F
2077,1880,F
2078,3794,T
2079,1883,F
2080,1884,F
2081,1885,F
2082,1886,F
2083,1887,F
2084,1888,F
2085,1889,F
2086,1890,F
2087,3794,T
2088,1891,F
2089,1892,F
2090,1893,F
2091,1894,F
2092,1895,F
2093,1896,F
2094,1897,F
2095,1921,F
2096,1898,F
2097,1899,F
2098,1900,F
2099,1901,F
2100,1902,F
2101,1903,F
2102,1904,F
2103,3648,T
2104,1905,F
2105,1906,F
2106,1907,T
2107,1907,T
2108,1908,F
2109,1909,F
2110,1910,F
2111,1911,F
2112,1912,F
2113,3795,F
2114,3796,F
2115,1913,F
2116,1914,F
2117,1915,F
2118,1916,F
2119,1917,F
2120,1918,F
2121,1919,F
2122,1920,F
2123,3648,T
2124,1922,F
2125,1923,F
2126,1924,F
2127,1925,F
2128,1926,F
2129,1932,F
2130,1933,F
2131,1934,F
2132,3707,T
2133,1927A,F
2134,1928,F
2135,1935,F
2136,1936,F
2137,1937,F
2138,2001,F
2139,2002,F
2140,1928B,F
2141,1929A,F
2142,3707,T
2143,3707,T
2144,1930A,F
2145,1931,F
2146,2018,F
2147,2003,F
2148,2004,F
2149,2005,F
2150,2006,F
2151,2007,F
2152,2008,F
2153,2009,F
2154,2017,F
2155,2010,F
2156,2011,F
2157,2012,F
2158,2013,T
2159,2013,T
2160,2014,F
2161,2015,F
2162,2016,F
2163,3707,T
2164,3707,T
2165,2020,F
2166,2021,F
2167,2022,F
2168,2023,F
2169,2024,F
2170,2025,F
2171,2026,F
2172,2027,F
2173,2028,F
2174,2029,F
2175,2030,F
2176,2031,F
2177,2032,F
2178,2033A,F
2179,2034A,F
2180,2045,F
2181,2046,F
2182,3707,T
2183,2035A,F
2184,2047,F
2185,3707,T
2186,3707,T
2187,3707,T
2188,2036A,F
2189,2037A,F
2190,2059,F
2191,2036B,F
2192,2043,F
2193,2044,F
2194,3709,F
2195,2038A,F
2196,2039,F
2197,2040,F
2198,2041,F
2199,2042,T
2200,2042,T
2201,3710,F
2202,2048,F
2203,2049A,F
2204,3711,F
2205,2049B,F
2206,8707,F
2207,2060,F
2208,2061,F
2209,3712,F
2210,3713,F
2211,2050A,F
2212,2057,F
2213,2058,F
2214,2051A,F
2215,3714,F
2216,2052A,F
2217,2053,F
2218,2054,F
2219,2055,F
2220,2056,F
2221,2062,F
2222,2063,F
2223,2064,F
2224,2065,F
2225,2066,F
2226,2067,F
2227,2068,F
2228,2069,F
2229,2070,F
2230,2071,F
2231,2072,F
2232,2073,T
2233,2073,T
2234,2074,F
2235,2075,F
2236,3715,F
2237,3716,F
2238,2076,F
2239,2077,F
2240,2078,F
2241,2079,F
2242,2080,F
2243,2081,F
2244,2082,F
2245,3548,T
2246,2083,F
2247,2084,F
2248,2085,F
2249,2086,F
2250,2087,F
2251,2088,F
2252,2089,F
2253,2090,F
2254,2091,F
2255,2092,F
2256,2093,F
2257,2094,F
2258,2098,T
2259,2098,T
2260,2099,F
2261,2100,F
2262,3549,T
2263,2101,F
2264,2102,F
2265,2103,F
2266,2104,F
2267,2105,F
2268,2106,F
2269,2107,F
2270,2111,F
2271,3717,F
2272,2112,F
2273,2113,F
2274,2114,F
2275,2115,F
2276,2116,F
2277,2117,T
2278,2117,T
2279,2118,F
2280,2119,F
2281,2120,F
2282,2120A,F
2283,2129,F
2284,8704,F
2285,2124A,F
2286,3718,F
2287,2120B,F
2288,2121A,F
2289,2125,F
2290,2140,F
2291,3719,F
2292,2122A,F
2293,2181,T
2294,2123A,F
2295,8710,F
2296,2123B,F
2297,2141,F
2298,3720,T
2299,2126,F
2300,2128,F
2301,2126A,F
2302,2127,F
2303,2130A,F
2304,2134B,F
2305,3720,T
2306,2131A,F
2307,2135,F
2308,2132A,F
2309,2136,F
2310,2137,F
2311,5691,F
2312,2132B,F
2313,2133A,F
2314,5692,F
2315,2134A,F
2316,2138,F
2317,3721,T
2318,2142,F
2319,2143,F
2320,2148,F
2321,2149,F
2322,2150,F
2323,2151,F
2324,2152,F
2325,3721,T
2326,2153,F
2327,2154,F
2328,2155,F
2329,2156,T
2330,2156,T
2331,2161,F
2332,2162,F
2333,2163,F
2334,3721,T
2335,2164,F
2336,2165,F
2337,2166,F
2338,2167,F
2339,2168,F
2340,2169,F
2341,2170,F
2342,2171,F
2343,2172,F
2344,2173,F
2345,2174,F
2346,2175,F
2347,2176,F
2348,2177,F
2349,2178,F
2350,3721,T
2351,2181,T
2352,2182,F
2353,2183,F
2354,2184,F
2355,2185,F
2356,2186,F
2357,2187,F
2358,2400,F
2359,2188,F
2360,2189,F
2361,2190,F
2362,2191,F
2363,2192,F
2364,2193,F
2365,2194,F
2366,2196,F
2367,2698,F
2368,2197,F
2369,2198,F
2370,2199,F
2371,2200,F
2372,2201,F
2373,2202,F
2374,2203,F
2375,2204,F
2376,3722,T
2377,2205,F
2378,2206,F
2379,2207,F
2380,2208,F
2381,2301,F
2382,2302,F
2383,2303,F
2384,3549,T
2385,2304,F
2386,2305,F
2387,2306,F
2388,2307,F
2389,2308,F
2390,2309,F
2391,2310,F
2392,3550,F
2393,3551,F
2394,2311,F
2395,2312,F
2396,2313,T
2397,2313,T
2398,2314,F
2399,2315,F
2400,2316,F
2401,2317,F
2402,2318,F
2403,5693,F
2404,2319,F
2405,2320,F
2406,2321,F
2407,2322,F
2408,2323,F
2409,2324,F
2410,2325,F
2411,3115,F
2412,2328,F
2413,2329,F
2414,2330,F
2415,2331,F
2416,2332,F
2417,2337,F
2418,3552,T
2419,2333A,F
2420,2338,F
2421,2358,F
2422,5694,F
2423,2334A,F
2424,2348,F
2425,5695,F
2426,2334B,F
2427,2349,F
2428,2335A,F
2429,2336,F
2430,3722,T
2431,2338A,F
2432,2340,F
2433,2341,F
2434,2342,F
2435,2343,F
2436,2350,F
2437,2351,F
2438,2353,F
2439,2344A,F
2440,2354,F
2441,2355,F
2442,2356,F
2443,3552,T
2444,2344B,F
2445,2357,F
2446,3553,T
2447,2345A,F
2448,2346,F
2449,2347,F
2450,3722,T
2451,2359,F
2452,2360,F
2453,2361,F
2454,2362,F
2455,2363,F
2456,2364,F
2457,2365,T
2458,2365,T
2459,2366,F
2460,2367,F
2461,2368,F
2462,2369,F
2463,2370,F
2464,2371,F
2465,2372,F
2466,2373,F
2467,2374,F
2468,2375,F
2469,2376,F
2470,2377,F
2471,2378,F
2472,2379,F
2473,2380,F
2474,2381,F
2475,2382,F
2476,2383,F
2477,3553,T
2478,2384,F
2479,2385,F
2480,2386,F
2481,2387,F
2482,2388,F
2483,2389,T
2484,2389,T
2485,2390,F
2486,2391,F
2487,3553,T
2488,2392,F
2489,2393,F
2490,2394,F
2491,2395,F
2492,2396,F
2493,2397,F
2494,2398,F
2495,2399,F
2496,2401,F
2497,2402,F
2498,2403,F
2499,2404,F
2500,2405,F
2501,2406,F
2502,2407,F
2503,2408,F
2504,3554,T
2505,3722,T
2506,2409,F
2507,2410,F
2508,2411,F
2509,2412,F
2510,2414,F
2511,2419,F
2512,2413,F
2513,2415,F
2514,2416,F
2515,2417,F
2516,2421,F
2517,2422,F
2518,2423,F
2519,2424,F
2520,2425,F
2521,2426,F
2522,2427,F
2523,2428,F
2524,2768,F
2525,2429,F
2526,2430,F
2527,2431,F
2528,2432,F
2529,2433,F
2530,2434,F
2531,2435,F
2532,2444,F
2533,2436,F
2534,2437,T
2535,2437,T
2536,2438,F
2537,2439,F
2538,2440,F
2539,2441,F
2540,2442,F
2541,2443,F
2542,2769,F
2543,2445,F
2544,2446,F
2545,2447,F
2546,2448,F
2547,2449,T
2548,2449,T
2549,2450,F
2550,2451,F
2551,3722,T
2552,2452,F
2553,2453,F
2554,2454,F
2555,2455,F
2556,2456,F
2557,2457,F
2558,2458,F
2559,2459,F
2560,2476,F
2561,2477,F
2562,3723,F
2563,2460A,T
2564,2460A,T
2565,2468,F
2566,2461A,F
2567,2462A,F
2568,2463A,F
2569,2475,F
2570,2464A,F
2571,2465A,F
2572,2466A,F
2573,3554,T
2574,2468A,F
2575,2469,F
2576,2471,F
2577,2472,F
2578,2473,F
2579,2474,F
2580,3554,T
2581,2478,F
2582,2479,F
2583,2480,F
2584,2481,F
2585,2482,F
2586,2631,F
2587,3554,T
2588,2483,F
2589,2484,F
2590,2488,F
2591,2494A,F
2592,2632,F
2593,2499A,F
2594,2500A,F
2595,2509,F
2596,2633,F
2597,3554,T
2598,3555,T
2599,2501A,F
2600,2502A,F
2601,2652,F
2602,2503A,F
2603,2516,F
2604,5696,F
2605,2504A,F
2606,2520A,T
2607,2664,F
2608,2505A,T
2609,2525A,F
2610,2505A,T
2611,2506,F
2612,2507,F
2613,2508,F
2614,2510,F
2615,2525B,F
2616,2526A,F
2617,2526B,F
2618,2527A,F
2619,2665,F
2620,2673,F
2621,3724,T
2622,3724,T
2623,2511,F
2624,2512,F
2625,2513,F
2626,2514,F
2627,2515,F
2628,4913,F
2629,2518,F
2630,2519,F
2631,2682,F
2632,2520A,T
2633,2527B,F
2634,2528,F
2635,2521A,F
2636,2699,F
2637,2522,T
2638,2522,T
2639,2523,F
2640,2700,T
2641,2524,F
2642,2700,T
2643,2540,F
2644,2541,T
2645,2700,T
2646,2700,T
2647,5643,T
2648,2541,T
2649,2601,F
2650,2603,F
2651,2701,F
2652,5809,F
2653,2607,F
2654,2608,T
2655,2608,T
2656,2609,F
2657,2643B,F
2658,2610,F
2659,2611,F
2660,2644,F
2661,2701A,F
2662,2702,T
2663,2612,T
2664,2612,T
2665,2613,F
2666,2614,T
2667,4871,F
2668,2614,T
2669,2614,T
2670,2614,T
2671,2618,T
2672,3555,T
2673,2615,F
2674,2616,F
2675,2626,T
2676,2626,T
2677,2626,T
2678,2617,F
2679,2653,F
2680,2617A,F
2681,2618,T
2682,3605,T
2683,2618A,F
2684,2654,F
2685,3605,T
2686,2619,F
2687,3606,T
2688,2620,F
2689,2621,F
2690,2622,F
2691,2623,F
2692,2625,F
2693,2662,F
2694,2627,F
2695,2629,F
2696,2645,F
2697,4876,F
2698,2628,F
2699,2630,F
2700,3611,T
2701,2629A,T
2702,2629A,T
2703,2634,F
2704,2634A,F
2705,2635,T
2706,2635,T
2707,2636,F
2708,4877,F
2709,2638,F
2710,2641,F
2711,2642,F
2712,2643,T
2713,2643,T
2714,2646,F
2715,3611,T
2716,2643,T
2717,2643,T
2718,2643A,F
2719,2647,F
2720,2648,T
2721,2648,T
2722,2649,T
2723,2649,T
2724,2650,T
2725,2650,T
2726,2651,T
2727,2651,T
2728,2651,T
2729,3636,T
2730,2655,F
2731,2656,F
2732,2657,T
2733,2657,T
2734,2657,T
2735,2658,T
2736,3636,T
2737,2658,T
2738,2659,F
2739,2660,F
2740,2661,T
2741,2661,T
2742,2661,T
2743,3974,F
2744,2674,T
2745,2674,T
2746,2675,T
2747,2702,T
2748,3728,T
2749,2675,T
2750,2683,F
2751,2711,T
2752,2711,T
2753,2676,F
2754,2687,F
2755,2677,F
2756,2688,F
2757,3975,F
2758,2678,F
2759,2689,F
2760,2690,F
2761,2691,F
2762,3976,F
2763,2679,F
2764,2692,F
2765,2693,F
2766,2694,F
2767,2695,F
2768,4647A,F
2769,2680,F
2770,2681,F
2771,4652,F
2772,2684,F
2773,2685,F
2774,2696,F
2775,2686,F
2776,5880,F
2777,2703,F
2778,2704,F
2779,2705,T
2780,2705,T
2781,2717,T
2782,2770,F
2783,5881,F
2784,2706,F
2785,2707,F
2786,2708,F
2787,2718,F
2788,2718A,F
2789,2709,T
2790,2709,T
2791,2712,F
2792,2713,T
2793,2713,T
2794,2714,T
2795,2714,T
2796,2715,T
2797,2715,T
2798,2716,T
2799,2716,T
2800,2717,T
2801,2719A,F
2802,6595,F
2803,2719,F
2804,2719B,T
2805,2719B,T
2806,2719C,T
2807,2719C,T
2808,2719C,T
2809,2719C,T
2810,2719C,T
2811,2719C,T
2812,2720,T
2813,2720,T
2814,2771,F
2815,3729,T
2816,2721,F
2817,2722,F
2818,2772,F
2819,2723,F
2820,2724,F
2821,2734,F
2822,2735,F
2823,2737,F
2824,2745,T
2825,2773,F
2826,3729,T
2827,2736,F
2828,2750,F
2829,2745,T
2830,2746,F
2831,2751,F
2832,2752,F
2833,3637,T
2834,2747,F
2835,2748,F
2836,2749,F
2837,2753,F
2838,2763,F
2839,2764,F
2840,2754,F
2841,2765,F
2842,2766,F
2843,2767,F
2844,2755,F
2845,2756,F
2846,3637,T
2847,2775,F
2848,2776,F
2849,2777,F
2850,2778,F
2851,2779,F
2852,2808,T
2853,3556,F
2854,2780,F
2855,2781,F
2856,3116,F
2857,3557,T
2858,2782,F
2859,2786,F
2860,2783,F
2861,2784,F
2862,2787,F
2863,3117,F
2864,2785,F
2865,3118,F
2866,2788,F
2867,3557,T
2868,2789,F
2869,2790,F
2870,3557,T
2871,2791,F
2872,2792,F
2873,2793,F
2874,2798,F
2875,2799,F
2876,2794,F
2877,2800,F
2878,3119,F
2879,3120,F
2880,2795,F
2881,2806,F
2882,2807,F
2883,2808,T
2884,2796,F
2885,3121,F
2886,2797,F
2887,2801,F
2888,2802,F
2889,2803,F
2890,2804,F
2891,2805,F
2892,3638,T
2893,2816,F
2894,2817,T
2895,3122,F
2896,2817,T
2897,3123,F
2898,3133,F
2899,2817,T
2900,2823C,F
2901,3638,T
2902,2818,F
2903,3134,F
2904,3135,F
2905,3639,T
2906,2819,F
2907,3136,F
2908,3558,T
2909,3558,T
2910,2820,F
2911,2824,F
2912,2821,F
2913,2833,F
2914,2822,F
2915,2822A,F
2916,2822B,F
2917,3143,F
2918,3559,F
2919,2823,F
2920,3148,F
2921,4953,F
2922,8709,F
2923,3149,F
2924,3150,F
2925,4955,F
2926,2823A,F
2927,3151,F
2928,2823B,F
2929,3075,F
2930,2825,F
2931,2826,F
2932,2828,F
2933,2829,F
2934,2830,F
2935,2831,F
2936,2832,F
2937,2834,F
2938,2835,F
2939,2840,T
2940,2836,F
2941,2845,T
2942,2837,F
2943,3152,F
2944,3560,F
2945,2838,F
2946,2839,F
2947,2850,F
2948,3561,T
2949,2840,T
2950,2860,T
2951,2841,F
2952,2842,F
2953,2844,F
2954,3639,T
2955,2845,T
2956,2861,T
2957,2846,T
2958,2870,F
2959,3153,F
2960,2846,T
2961,2846,T
2962,3189,F
2963,2847,F
2964,2848,F
2965,2849,F
2966,3561,T
2967,3584,T
2968,2851,F
2969,2852,F
2970,2853,F
2971,3076,T
2972,2854,T
2973,3086,F
2974,3590,T
2975,2854,T
2976,3087,F
2977,3088,F
2978,3089,F
2979,2856,F
2980,2857,F
2981,2858,F
2982,2859,F
2983,3090,F
2984,2860,T
2985,2861,T
2986,3091,F
2987,2862,F
2988,3573,T
2989,2863,F
2990,3574,T
2991,4878,F
2992,2864,F
2993,3574,T
2994,4879,F
2995,2872,F
2996,2874,F
2997,2873,F
2998,3092,F
2999,4880,F
3000,2875,F
3001,2882,T
3002,2876,F
3003,3093,F
3004,3094,F
3005,2877,F
3006,3095,F
3007,3575,T
3008,2878,F
3009,2901D,F
3010,3575,T
3011,2879,F
3012,3098,F
3013,3576,T
3014,2880,F
3015,2881,F
3016,3576,T
3017,3576,T
3018,2882,T
3019,3155,F
3020,2883,F
3021,2921,F
3022,2884,F
3023,3156,F
3024,3576,T
3025,2885,F
3026,2922,F
3027,2923,F
3028,3576,T
3029,2886,F
3030,2927,F
3031,2887,F
3032,2928,F
3033,2888A,F
3034,2944A,T
3035,3577,T
3036,4881,F
3037,2889,F
3038,3577,T
3039,4882,F
3040,2890,F
3041,3729,T
3042,2891,F
3043,2892,F
3044,3590,T
3045,2901A,F
3046,2901B,F
3047,2901C,F
3048,2901E,F
3049,3578,T
3050,3591,T
3051,2902,F
3052,3578,T
3053,2914,T
3054,2914,T
3055,3591,T
3056,2915,F
3057,3579,F
3058,3592,F
3059,2916,F
3060,3580,T
3061,3580,T
3062,2917,F
3063,2918,F
3064,3581,T
3065,3593,T
3066,2918A,F
3067,2953,T
3068,3581,T
3069,3593,T
3070,2919,F
3071,3582,T
3072,4883,F
3073,2919A,F
3074,3582,T
3075,4884,T
3076,4884,T
3077,4884,T
3078,2920,F
3079,3583,T
3080,4893,F
3081,2924,F
3082,2953,T
3083,2954A,F
3084,2925,F
3085,8711,T
3086,2926,F
3087,3562,F
3088,2929,F
3089,3563,F
3090,3733,T
3091,2930,F
3092,8711,T
3093,8713,F
3094,2931,F
3095,8714,F
3096,3564,T
3097,3733,T
3098,3734,F
3099,2932,F
3100,3157,F
3101,2933,F
3102,3099,F
3103,2934,F
3104,2935,F
3105,2936A,F
3106,2936B,F
3107,2938A,F
3108,2944A,T
3109,3735,T
3110,2945A,F
3111,4894,F
3112,2946A,F
3113,2960,F
3114,2947A,F
3115,4895,F
3116,2948A,F
3117,2964,F
3118,4896,F
3119,4897,F
3120,2949A,F
3121,4898,F
3122,2955A,F
3123,2955B,F
3124,2965,F
3125,2956A,F
3126,3158,F
3127,3159,F
3128,2957A,T
3129,2957A,T
3130,2958,F
3131,3160,F
3132,2959,F
3133,2961A,T
3134,2961A,T
3135,2969,F
3136,3161,F
3137,2962A,F
3138,2963B,F
3139,2964A,F
3140,3594,T
3141,2965A,F
3142,2966,F
3143,2970,F
3144,2966A,F
3145,3594,T
3146,2967A,F
3147,2968A,F
3148,2968B,F
3149,3162,F
3150,2971,T
3151,2971,T
3152,3190,F
3153,2972,F
3154,2973,T
3155,2973,T
3156,2973A,F
3157,2976,F
3158,3191,F
3159,2974,F
3160,3163,F
3161,2975,F
3162,3211,T
3163,3564,T
3164,3564,T
3165,2977,F
3166,2978,F
3167,3565,F
3168,2979,T
3169,2979,T
3170,3566,T
3171,3566,T
3172,3566,T
3173,2979A,F
3174,2980,F
3175,2981,F
3176,2982,F
3177,2987A,T
3178,2983,F
3179,3164,F
3180,2984,F
3181,2987A,T
3182,2985,F
3183,3567,F
3184,2986,F
3185,3568,T
3186,3568,T
3187,3568,T
3188,2987,F
3189,3569,T
3190,3569,T
3191,2988,F
3192,2997,F
3193,3570,T
3194,3570,T
3195,3571,T
3196,2988A,F
3197,3571,T
3198,3572,T
3199,4899,F
3200,2989,F
3201,3211,T
3202,3595,T
3203,2989A,F
3204,3212,F
3205,2989B,F
3206,3250,F
3207,3251,F
3208,2990,F
3209,2991,F
3210,2992,F
3211,2993,F
3212,2994,F
3213,3252,F
3214,3253,F
3215,2998,F
3216,2999,F
3217,3000A,F
3218,3254,F
3219,2999A,F
3220,3256,F
3221,3595,T
3222,2999B,F
3223,3000,F
3224,3572,T
3225,3573,T
3226,4024,F
3227,3000B,F
3228,3003,F
3229,4025,F
3230,3000C,F
3231,3506,T
3232,3001,F
3233,3001A,F
3234,3507,F
3235,3508,T
3236,3508,T
3237,3509,T
3238,3001B,F
3239,3002,F
3240,4026,F
3241,3004,F
3242,3004B,F
3243,3509,T
3244,3509,T
3245,3510,T
3246,3510,T
3247,3510,T
3248,3005,F
3249,3583,T
3250,3005B,F
3251,3511,T
3252,3511,T
3253,3005C,F
3254,3027A,F
3255,3511,T
3256,3005D,F
3257,3006,T
3258,3006,T
3259,3006A,F
3260,3511,T
3261,3512,F
3262,3007,F
3263,3513,T
3264,3008,F
3265,3009,F
3266,3513,T
3267,3514,T
3268,3010,F
3269,3011,F
3270,3028A,F
3271,3028B,F
3272,3011A,F
3273,3047,F
3274,3048,F
3275,3517,F
3276,3518,T
3277,3012,F
3278,3059,F
3279,3060,F
3280,3518,T
3281,3013,F
3282,3062,F
3283,3063,F
3284,3064,F
3285,3596,T
3286,3013A,F
3287,3013B,F
3288,3065,F
3289,3596,T
3290,3014,F
3291,3015,F
3292,3026,F
3293,3066,F
3294,3029C,F
3295,3030,F
3296,3100,F
3297,3031A,F
3298,3032A,T
3299,3032A,T
3300,3033,F
3301,3034,F
3302,3035,F
3303,3101,F
3304,4039,F
3305,3036,F
3306,3037,F
3307,3038,F
3308,3039,F
3309,3040,F
3310,3519,T
3311,3519,T
3312,3041,F
3313,3042,T
3314,3102,F
3315,3042,T
3316,3108,F
3317,3735,T
3318,3043,F
3319,3044,F
3320,3735A,F
3321,3045,F
3322,3046,F
3323,3049,F
3324,3050,F
3325,3051,F
3326,3052,F
3327,3053,F
3328,3054,F
3329,3069,F
3330,3074,F
3331,4040,F
3332,3070,F
3333,3520,F
3334,4041,F
3335,3071,F
3336,3521,T
3337,3521,T
3338,3584,T
3339,3072,F
3340,3530,T
3341,3072A,F
3342,3531,T
3343,4042,F
3344,3073,F
3345,3531,T
3346,4043,F
3347,3076,T
3348,3532,T
3349,3532,T
3350,3532,T
3351,3736,T
3352,3076,T
3353,3109,F
3354,3076A,F
3355,3077,T
3356,3077,T
3357,3078,F
3358,3533,T
3359,3080,F
3360,3110,F
3361,3081,F
3362,3111,F
3363,4044,F
3364,3082,F
3365,3533,T
3366,3533,T
3367,4045,F
3368,3083,F
3369,3534,T
3370,3084,F
3371,3534,T
3372,3535,F
3373,3536,T
3374,3085,F
3375,3103,F
3376,3112,F
3377,3104,F
3378,3105,F
3379,3105A,F
3380,3536,T
3381,4046,F
3382,3106,F
3383,3107,F
3384,3113,F
3385,3114,F
3386,3137,F
3387,3138,F
3388,3139,F
3389,3140,F
3390,3141,F
3391,3142,F
3392,4052,F
3393,3144A,F
3394,3165,F
3395,3144B,F
3396,3537,T
3397,3537,T
3398,3144C,F
3399,3538,T
3400,4058,F
3401,4059,F
3402,3145,F
3403,3146,F
3404,3147,F
3405,4060,F
3406,4061,F
3407,3154,F
3408,3166,F
3409,3167,F
3410,3175,F
3411,4062,F
3412,3168,F
3413,3181,F
3414,3169,F
3415,3173,F
3416,3174,F
3417,3182,F
3418,3176,F
3419,3177,F
3420,3178,F
3421,3184,F
3422,3185,F
3423,3179,F
3424,3180,F
3425,4063,F
3426,3196,F
3427,3197,F
3428,3596,T
3429,3198,F
3430,3199,F
3431,3202,F
3432,3203,F
3433,3538,T
3434,3539,F
3435,4090,F
3436,3204,F
3437,3206,F
3438,3207,F
3439,3540,T
3440,3540,T
3441,3208A,F
3442,3209,F
3443,3210,F
3444,3211,T
3445,4091,F
3446,3257,F
3447,3522,T
3448,3541,T
3449,4900,F
3450,3258,F
3451,3265,F
3452,3259,F
3453,3266A,F
3454,3522,T
3455,3260,F
3456,3541,T
3457,3261,F
3458,3522,T
3459,3262,F
3460,3263,F
3461,3542,F
3462,3543,F
3463,3264,F
3464,3544,T
3465,3267,F
3466,3544,T
3467,3269,F
3468,3283,T
3469,3283,T
3470,3545,T
3471,3270,F
3472,3502,T
3473,3271,F
3474,3502,T
3475,4003,F
3476,3272,F
3477,3273,F
3478,3274,F
3479,4023,F
3480,3275,F
3481,3545,T
3482,3275A,F
3483,3546,F
3484,3547,T
3485,3276,F
3486,3277,F
3487,3504,T
3488,3278,F
3489,3504,T
3490,3504,T
3491,3279,F
3492,3504,T
3493,3505,F
3494,3280,F
3495,3506,T
3496,3281,F
3497,3282,F
3498,3547,T
3499,3548,T
3500,3283,T
3501,3283,T
3502,3283,T
3503,3501,F
3504,3502,T
3505,3514,T
3506,3515,F
3507,3516,T
3508,3516,T
3509,3523,F
3510,3524,F
3511,3525,T
3512,3525,T
3513,3526,T
3514,3526,T
3515,3527,F
3516,3528,F
3517,3548,T
3518,3529,T
3519,3529,T
3520,3530,T
3521,3585,T
3522,3585,T
3523,3586,F
3524,3587,T
3525,3587,T
3526,3588,T
3527,3588,T
3528,3588,T
3529,3589,T
3530,3589,T
3531,3589,T
3532,3597,F
3533,3598,T
3534,3598,T
3535,3599,F
3536,3600,T
3537,3600,T
3538,3601,T
3539,3736,T
3540,3601,T
3541,3602,T
3542,3602,T
3543,3603,T
3544,3603,T
3545,3604,T
3546,3604,T
3547,3604,T
3548,3606,T
3549,3607,T
3550,3607,T
3551,3608,T
3552,3608,T
3553,3609,T
3554,3609,T
3555,3609,T
3556,3610,T
3557,3610,T
3558,3736,T
3559,3612,T
3560,3612,T
3561,3613,T
3562,3613,T
3563,3614,T
3564,3614,T
3565,3615,T
3566,3615,T
3567,3616,T
3568,3616,T
3569,3617,T
3570,3736,T
3571,3617,T
3572,3618,T
3573,3618,T
3574,3618,T
3575,3618,T
3576,3619,T
3577,3619,T
3578,3620,T
3579,3620,T
3580,3621,T
3581,3621,T
3582,3622,T
3583,3622,T
3584,3623,F
3585,3624,F
